sr. no.,Country,text,timestamp,tweet_url,likes,retweets,Related to Covid,Tweet Type,Tweet Sub-Type
2064,Spain,"In these days of confinement, victim and abuser live more hours and the risk is greater. You are NOT alone. I appeal to the responsibility of all and to the suspicion of a case of #ViolenciaMachista . My solidarity with the family of the woman murdered in Castellón.https: //twitter.com/DelGobVG/status/1240979919804477440 ...",2020-03-20 13:36:01,/sanchezcastejon/status/1240995514126131201,3365,1925,Yes,Other,Empathizing with those affected / Mourning the loss of lives
2065,Spain,"The @EU_Commission makes fiscal rules more flexible and joins the ECB's #PEPP program and the Member States' shock plans. Spain, and the rest of the Member States, will overcome this health, economic and social crisis. We will do it together, with firmness and solidarity.https: //twitter.com/vonderleyen/status/1241038877927903238…",2020-03-20 20:04:48,/sanchezcastejon/status/1241093352747122688,1307,1128,Yes,International,Discussion with leaders and call for international effort
2066,Spain,"I have spoken with the President of South Korea, Moon Jae-in, with whom I have addressed the fight against the # COVID19 epidemic that affects our countries. The next G20 meeting will be an opportunity to boost international cooperation and fight this crisis together.",2020-03-24 14:51:36,/sanchezcastejon/status/1242464084471119873,7406,4515,Yes,International,Discussion with leaders and call for international effort
2067,Spain,"All our efforts are focused on the fight against # COVID19. Today in #CMin we approve new measures that protect the most vulnerable groups, employment and productive activity. We will not leave anyone behind. https://www.lamoncloa.gob.es/consejodeministros/resumenes/Paginas/2020/240320-cministros.aspx…
# EsteVirusLoParamosUnidospic.twitter.com / kEsvlhTEvj",2020-03-24 20:32:49,/sanchezcastejon/status/1242549955019116550,2376,1685,Yes,Action,Message that the government is working
2068,Spain,"Europe is much more than a community of interests. Europe is also a community of values. It is time to demonstrate it to the world and to ourselves. We will achieve it from unity, strength and generosity. #EsteVirusLoParamosUnidos #StrongerTogetherhttps: //twitter.com/eucopresident/status/1242722250123599873…",2020-03-25 09:11:05,/sanchezcastejon/status/1242740777656123393,3315,1407,Yes,International,Discussion with leaders and call for international effort
2069,Spain,"If we want tomorrow's EU to live up to it, we must act today. Let's act together to protect citizens, let's work on a common debt instrument, because common is the economic impact of # COVID19.

Letter from European leaders to @eucopresident:
https://www.lamoncloa.gob.es/ Presidente/actividades/Documents/2020/25032020CartaDeLideres(ES).pdf …",2020-03-25 14:11:01,/sanchezcastejon/status/1242816260259397632,2969,1464,Yes,International,Discussion with leaders and call for international effort
2070,Spain,The @Congreso_Es gives the green light to the extension of the alarm state. Spain gains essential time to continue fighting # COVID19. Thanks to the groups that have made it possible. Let's continue working to end the virus from unity and loyalty. #EsteVirusLoParamosUnidoshttps: //twitter.com/Congreso_Es/status/1242980146782572544…,2020-03-26 01:02:58,/sanchezcastejon/status/1242980326726668295,2226,1092,Yes,Action,Announcing set of actions / guidelines
2071,Spain,"We face the worst crisis of our generation. The future of the European project is at stake, we choose between a coordinated and united EU or individualism. We are deeply pro-European. We demand a common response to this emergency, let us guarantee a fair recovery.",2020-03-27 13:10:38,/sanchezcastejon/status/1243525841017061377,17664,5289,Yes,International,Discussion with leaders and call for international effort
2072,Spain,"We approved new measures to protect families, workers and the self-employed in the face of the COVID-19 emergency, to #AmpliarEscudoSocial. We are proud of the exemplary response of the Spanish people. No one should be left behind. #EsteVirusLoParamosUnidos 
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/presidencia/Paginas/2020/31032020_medidascovid.aspx… pic.twitter.com / c2BRp8c64H",2020-03-31 17:08:28,/sanchezcastejon/status/1245035243553411072,5608,2334,Yes,Action,Message that the govt. is tackling the crisis well
2073,Spain,These days of isolation are especially hard for people with #TEA. I want to send you all the support and thank you from the bottom of my heart and on behalf of all of society for your exemplary effort in the fight against # COVID19. # WorldAutismDay pic.twitter.com / CMOxURnL5a,2020-04-02 13:07:27,/sanchezcastejon/status/1245699367119532034,4504,973,Yes,Positivity,"Thanking other services; media, supply chain etc."
2074,Spain,"Thanks from my heart. Your solidarity with Spain encourages us in the fight against the # COVID19 pandemic. These are difficult times, but from generosity and discipline, we will overcome this battle and come out stronger and better. #EsteVirusLoParamosUnidos # StrongerTogetherpic.twitter.com / 1tKEv5svfP",2020-04-03 21:54:35,/sanchezcastejon/status/1246194410427166724,14874,4557,Yes,Positivity,Motivation to fight back / bring things back to normal
2075,Spain,"Another woman murdered by her husband, this time in Las Palmas de Gran Canaria. These days, when confinement makes everything even more difficult, we need, if possible, more involvement from society to combat #Machist Violence. All my love for the victim's family. Https://twitter.com/DelGobVG/status/1246399526254100481…",2020-04-04 18:25:32,/sanchezcastejon/status/1246504189762637824,1968,746,Yes,Other,Empathizing with those affected / Mourning the loss of lives
2076,Spain,"Today, in the midst of so much pain, Aute has died. Together with him many of us discover the value of music, of the word, of freedom. Until forever. Thanks for so much. Https://www.youtube.com/watch? V = zSKYWkEYVsQ…",2020-04-04 18:59:30,/sanchezcastejon/status/1246512739662643203,4082,783,No,,
2077,Spain,"We live in hard times that demand courageous decisions to protect our citizens. It is time for Europe to offer a united, unique, extreme and ambitious response that preserves our economic and social model. Europe is at stake. Https://elpais.com/elpais/2020/04/04/opinion/1586022750_086446.html…",2020-04-05 07:29:32,/sanchezcastejon/status/1246701491852914688,7033,3370,Yes,International,Discussion with leaders and call for international effort
2078,Spain,"These are very challenging times, which call for audacious decisions to protect our citizens. It is time for Europe to offer a single, united, extreme and ambitious response that preserves our economic and social model. Europe itself is at stake.https://www.theguardian.com/world/commentisfree/2020/apr/05/europes-future-is-at-stake-in-this-war-against-coronavirus …",2020-04-05 08:14:34,/sanchezcastejon/status/1246712822639104000,1042,296,Yes,International,Discussion with leaders and call for international effort
2079,Spain,"We are living in difficult times that require courageous decisions to protect our citizens. It is time for Europe to offer a united, unique, extreme and ambitious response to preserve our economic and social model. Europe is at stake.https: //www.lemonde.fr/idees/article/2020/04/05/pedro-sanchez-meme-les-pays-les-plus-europeistes-comme-l-espagne-ont -need-of-evidence-of-a-real-engagement_6035600_3232.html…",2020-04-05 08:36:02,/sanchezcastejon/status/1246718223766167553,1701,406,Yes,International,Discussion with leaders and call for international effort
2080,Spain,We are going through difficult times that need bold decisions to protect our citizens. It is the time when Europe gives a united and ambitious answer so that our economic and social model is preserved. Europe is at stake. Http://www.faz.net/aktuell/politik/ausland/pedro-sanchez-forder-eine-europaeische-kriegswirtschaft-16712233.html…,2020-04-05 09:05:10,/sanchezcastejon/status/1246725558664417280,1346,490,Yes,International,Discussion with leaders and call for international effort
2081,Spain,"We live in difficult times that require bold decisions to protect our citizens. It is time for Europe to offer a united, unique, extreme and ambitious response in order to preserve our economic and social model. Europe is at risk. T1 …",2020-04-05 09:28:40,/sanchezcastejon/status/1246731472352010240,3717,928,Yes,International,Discussion with leaders and call for international effort
2082,Spain,"We live in very difficult times that require valiant decisions to protect our citizens. It is time for Europe to offer a united, unique, extreme and ambitious response to preserve our economic and social system. Europe is risking everything.https: //www.publico.pt/2020/04/05/mundo/opiniao/europa-arriscar-1910986…",2020-04-05 09:42:37,/sanchezcastejon/status/1246734981508014087,1120,272,Yes,International,Discussion with leaders and call for international effort
2083,Spain,These are particularly difficult times that require bold decisions to protect our citizens. Europe must now provide a united and ambitious response to safeguard our economic and social system. The future of Europe is at stake.https: //www.nrc.nl/nieuws/2020/04/05/spaanse-premier-sanchez-coronacrisis-zet-toekomst-europa-op-het-spel-a3995918…,2020-04-05 10:01:08,/sanchezcastejon/status/1246739641530748928,1171,669,Yes,International,Discussion with leaders and call for international effort
2084,Spain,"My solidarity and wishes for a speedy recovery for Prime Minister @BorisJohnson. These are difficult days for our countries, but from strength and unity we will be able to win this battle. A hug to all the British people. #EsteVirusLoParamosUnidos #StrongerTogether",2020-04-06 20:38:34,/sanchezcastejon/status/1247262445879599104,5160,1025,Yes,International,Sending best wishes
2085,Spain,Health personnel are the basis of a health system that these days is even more essential to us. The emergency we are experiencing must make us all aware of the need to protect and strengthen it. More public health is more collective protection THANK YOU! #World Health Day,2020-04-07 09:51:24,/sanchezcastejon/status/1247461966047842307,11485,3977,Yes,Positivity,Thanking healthcare workers
2086,Spain,"Today we commemorate #DayPuebloGitano. Together and together we will continue to advance towards an egalitarian society where, now more than ever, no one can be left behind. A hug to all the gypsies. Sastipen thaj Mestipen! Pic.twitter.com/AeW0RvZscX",2020-04-08 11:06:15,/sanchezcastejon/status/1247843192374013952,3719,1961,No,,
